Zone,Area,SubArea,Pole,PoleType,Pole Status,Meter Type,Latitude,Longitude,RFID,RFID Match,Terminal,Location,Set F/W Version,Reported F/W Version,Set IO F/W Version,Reported IO F/W Version,Config ID,Config. Name,Collection Route,Collection Sub Route,Original Meter  Install Date,Terminal Install Date,Street Side,Street Direction,Street Address,Dome Colour,Block Number,Enforcement Route,Maintenance Route,Carrier,Warranty Expiry
Main,MAIN NORTH BERKELEY,1500 SHATTUCK AVE,S1543,,Active,MK5,37.878723000,-122.269009000,E00700001AF28DF4,Yes,0498155,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,06/07/2021,,,1500 SHATTUCK AVE,,,,,Verizon4G,08/31/2021
Main,MAIN NORTH BERKELEY,1500 SHATTUCK AVE,S1544,,Active,MK5,37.878817000,-122.269288000,E00700001AF28E7D,Yes,0275763,Assigned to pole,52.63.0,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,02/18/2021,,,1500 SHATTUCK AVE,,,,,Verizon4G,02/04/2016
Main,MAIN NORTH BERKELEY,1500 SHATTUCK AVE,S1545,,Active,MK5,37.878668000,-122.269004000,E00700001AF28E79,Yes,0497641,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,07/19/2021,,,1500 SHATTUCK AVE,,,,,Verizon4G,10/12/2021
Main,MAIN NORTH BERKELEY,1500 SHATTUCK AVE,S1546,,Active,MK5,37.878770000,-122.269290000,E00700001AF28E7C,Yes,0341389,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,03/19/2021,,,1500 SHATTUCK AVE,,,,,Verizon4G,06/08/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1606,,Active,MK5,37.878140000,-122.269222000,E00700001AF28E95,Yes,0273421,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,08/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,11/02/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1607,,Active,MK5,37.878180000,-122.268945000,E00700001AF28EB3,Yes,0275910,Assigned to pole,52.79.1,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1608,,Active,MK5,37.878083000,-122.269215000,E00700001AF28E96,Yes,0509263,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,02/28/2022,,,1600 SHATTUCK AVE,,,,,Verizon4G,04/24/2022
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1609,,Active,MK5,37.878103000,-122.268926000,E00700001AF28EFC,Yes,0385269,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1610,,Active,MK5,37.877985000,-122.269194000,E00700001AF28EE3,Yes,0273787,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,08/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,11/02/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1611,,Active,MK5,37.878046000,-122.268910000,E00700001AF28DDD,Yes,0486777,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1615,,Active,MK5,37.877866000,-122.268912000,E00700001AF28EAD,Yes,0276254,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1619,,Active,MK5,37.877707000,-122.268895000,E00700001AF28EB4,Yes,0386304,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1620,,Active,MK5,37.877755000,-122.269170000,E00700001AF28F7F,Yes,0484694,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,08/31/2020,,,1600 SHATTUCK AVE,,,,,Verizon4G,
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1621,,Active,MK5,37.877626000,-122.268879000,E00700001AF28F3C,Yes,0384895,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/13/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1622,,Active,MK5,37.877682000,-122.269169000,E00700001AF28EC3,Yes,0337767,Assigned to pole,52.79.1,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,06/07/2024,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/12/2017
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1624,,Active,MK5,37.877615000,-122.269155000,E00700001AF28EC2,Yes,0341831,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/01/2023,,,1600 SHATTUCK AVE,,,,,Verizon4G,06/02/2022
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1630,,Active,MK5,37.877395000,-122.269126000,E00700001AF28EC7,Yes,0335723,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,06/04/2024,,,1600 SHATTUCK AVE,,,,,Verizon4G,06/02/2022
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1632,,Active,MK5,37.877291000,-122.269122000,E00700001AF28ED7,Yes,0385993,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,02/16/2023,,,1600 SHATTUCK AVE,,,,,Verizon4G,03/07/2022
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1633,,Active,MK5,37.877374000,-122.268846000,E00700001AF28E0B,Yes,0275189,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1634,,Active,MK5,37.877243000,-122.269113000,E00700001AF28EFA,Yes,0345339,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,02/03/2022,,,1600 SHATTUCK AVE,,,,,Verizon4G,04/24/2022
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1635,,Active,MK5,37.877306000,-122.268843000,E00700001AF29231,Yes,0384068,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1636,,Active,MK5,37.877178000,-122.269106000,E00700001AF28DFA,Yes,0498979,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1637,,Active,MK5,37.877179000,-122.268827000,E00700001AF28E1F,Yes,0340430,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1638,,Active,MK5,37.877082000,-122.269099000,E00700001AF28E20,Yes,0499294,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,01/18/2023,,,1600 SHATTUCK AVE,,,,,Verizon4G,02/10/2024
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1639,,Active,MK5,37.877131000,-122.268825000,E00700001AF28E5C,Yes,0341639,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1641,,Active,MK5,37.877061000,-122.268817000,E00700001AF28E5E,Yes,0370083,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1643,,Active,MK5,37.877005000,-122.268811000,E00700001AF28EB8,Yes,0484527,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/10/2020,,,1600 SHATTUCK AVE,,,,,Verizon4G,
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1644,,Active,MK5,37.876881000,-122.269072000,E00700001AF28DF6,Yes,0498865,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1645,Single Space,Active,MK5,37.876950000,-122.268805000,E00700001AF28E4E,Yes,0354896,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/12/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1646,,Active,MK5,37.876809000,-122.269064000,E00700001AF28E1A,Yes,0275252,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,03/31/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1647,Single Space,Active,MK5,37.876899000,-122.268804000,E00700001AF29255,Yes,0509239,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,02/14/2024,,,1600 SHATTUCK AVE,,,,,Verizon4G,
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1648,,Active,MK5,37.876762000,-122.269056000,E00700001AF29247,Yes,0353318,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1600 SHATTUCK AVE,S1650,,Active,MK5,37.876692000,-122.269051000,E00700001AF2924B,Yes,0385099,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1600 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1708,,Active,MK5,37.876208000,-122.269001000,E00700001AF2924F,Yes,0342960,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1711,,Active,MK5,37.876245000,-122.268730000,E00700001AF29234,Yes,0385933,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/27/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,12/19/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1712,,Active,MK5,37.876076000,-122.268970000,E00700001AF28E25,Yes,0464694,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,06/06/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1713,,Active,MK5,37.876160000,-122.268721000,E00700001AF28E50,Yes,0386850,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/27/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,12/19/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1715,,Active,MK5,37.876109000,-122.268716000,E00700001AF28E18,Yes,0358491,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,01/07/2022,,,1700 SHATTUCK AVE,,,,,Verizon4G,03/07/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1719,,Active,MK5,37.875994000,-122.268704000,E00700001AF28E0D,Yes,0311125,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,12/05/2022,,,1700 SHATTUCK AVE,,,,,Verizon4G,05/12/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1720,,Active,MK5,37.875817000,-122.268947000,E00700001AF28E00,Yes,0344978,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1721,,Active,MK5,37.875945000,-122.268701000,E00700001AF2924A,Yes,0371097,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,01/03/2023,,,1700 SHATTUCK AVE,,,,,Verizon4G,05/12/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1722,,Active,MK5,37.875777000,-122.268943000,E00700001AF29244,Yes,0232095,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/14/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1723,,Active,MK5,37.875901000,-122.268696000,E00700001AF29258,Yes,0353053,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/27/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,12/19/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1725,,Active,MK5,37.875817000,-122.268691000,E00700001AF2923F,Yes,0441385,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,03/06/2024,,,1700 SHATTUCK AVE,,,,,Verizon4G,06/07/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1727,,Active,MK5,37.875763000,-122.268681000,E00700001AF29238,No,0508930,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/27/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,12/19/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1729,,Active,MK5,37.875701000,-122.268673000,E00700001AF29246,Yes,0370676,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/27/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,12/19/2021
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1733,,Active,MK5,37.875557000,-122.268648000,E00700001AF29239,Yes,0326070,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,11/18/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,02/03/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1735,,Active,MK5,37.875500000,-122.268641000,E00700001AF2927F,Yes,0389010,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,11/18/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,02/03/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1744,,Active,MK5,37.875219000,-122.268873000,E00700001AF28E49,Yes,0439597,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,10/10/2019,,,1700 SHATTUCK AVE,,,,,Verizon4G,06/18/2020
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1746,,Active,MK5,37.875159000,-122.268864000,E00700001AF28E01,Yes,0389495,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,10/28/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,01/05/2022
Main,MAIN NORTH BERKELEY,1700 SHATTUCK AVE,S1752,,Active,MK5,37.874904000,-122.268853000,E00700001AF28E5A,Yes,0508540,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/31/2012,12/15/2021,,,1700 SHATTUCK AVE,,,,,Verizon4G,03/07/2022
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1801,,Active,MK5,37.874682000,-122.268565000,E00700001AF28E92,Yes,0389214,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1803,,Active,MK5,37.874630000,-122.268550000,E00700001AF28FDD,Yes,0337569,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,01/27/2022,,,1800 SHATTUCK AVE,,,,,Verizon4G,04/24/2022
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1805,,Active,MK5,37.874581000,-122.268544000,E00700001AF28DEC,Yes,0439073,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,12/31/2020,,,1800 SHATTUCK AVE,,,,,Verizon4G,02/18/2022
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1806,,Active,MK5,37.874468000,-122.268810000,E00700001AF28F44,Yes,0372299,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,03/22/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,06/08/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1807,,Active,MK5,37.874508000,-122.268535000,E00700001AF28E54,Yes,0367614,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1808,,Active,MK5,37.874417000,-122.268795000,E00700001AF28E1E,Yes,0352963,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,06/28/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,09/21/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1809,,Active,MK5,37.874455000,-122.268525000,E00700001AF28E5D,Yes,0275016,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1810,,Active,MK5,37.874330000,-122.268783000,E00700001AF28DFF,Yes,0442161,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,10/10/2019,,,1800 SHATTUCK AVE,,,,,Verizon4G,06/18/2020
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1811,,Active,MK5,37.874365000,-122.268518000,E00700001AF28DF5,Yes,0353533,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1812,,Active,MK5,37.874267000,-122.268773000,E00700001AF28E45,Yes,0353525,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,06/28/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,09/21/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1814,,Active,MK5,37.874211000,-122.268771000,E00700001AF29276,Yes,0353940,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,06/28/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,09/21/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1815,,Active,MK5,37.874151000,-122.268520000,E00700001AF29250,Yes,0395487,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,06/06/2022
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1816,,Active,MK5,37.874170000,-122.268767000,E00700001AF291BD,Yes,0516813,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,03/28/2022,,,1800 SHATTUCK AVE,,,,,Verizon4G,05/12/2022
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1817,,Active,MK5,37.874075000,-122.268519000,E00700001AF291C1,Yes,0322895,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,04/13/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1819,,Active,MK5,37.874016000,-122.268513000,E00700001AF291E9,Yes,0273750,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,09/03/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,11/22/2021
Main,MAIN NORTH BERKELEY,1800 SHATTUCK AVE,S1820,,Active,MK5,37.874047000,-122.268761000,E00700001AF2922D,Yes,0348487,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/23/2012,06/28/2021,,,1800 SHATTUCK AVE,,,,,Verizon4G,09/21/2021
Main,MAIN NORTH BERKELEY,1400 SHATTUCK PLACE,SP1411,Single Space,Active,MK5,37.881690000,-122.269847000,E00700001AF28EDD,Yes,0342458,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/06/2021,,,1400 SHATTUCK PLACE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1400 SHATTUCK PLACE,SP1413,Single Space,Active,MK5,37.881658000,-122.269803000,E00700001AF28ED9,Yes,0353075,Assigned to pole,52.79.5,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/06/2021,,,1400 SHATTUCK PLACE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1400 SHATTUCK PLACE,SP1415,Single Space,Active,MK5,37.881603000,-122.269739000,E00700001AF28EE4,Yes,0498941,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/06/2021,,,1400 SHATTUCK PLACE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,1400 SHATTUCK PLACE,SP1417,Single Space,Active,MK5,37.881568000,-122.269696000,E00700001AF28EF8,Yes,0486580,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/06/2021,,,1400 SHATTUCK PLACE,,,,,Verizon4G,06/17/2021
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2037,,Active,MK5,37.880216000,-122.269984000,E00700001AF28EB5,Yes,0273907,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/23/2021,,,2000 VINE STREET,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2038,,Active,MK5,37.880098000,-122.269912000,E00700001AF29254,Yes,0368326,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,09/28/2022,,,2000 VINE STREET,,,,,Verizon4G,09/21/2021
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2039,,Active,MK5,37.880225000,-122.269932000,E00700001AF2924E,Yes,0353889,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,04/23/2021,,,2000 VINE STREET,,,,,Verizon4G,07/06/2021
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2040,,Active,MK5,37.880105000,-122.269837000,E00700001AF2927E,Yes,0324523,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,11/28/2022,,,2000 VINE STREET,,,,,Verizon4G,05/12/2022
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2044,,Active,MK5,37.880132000,-122.269644000,E00700001AF29257,Yes,0273703,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,05/10/2021,,,2000 VINE STREET,,,,,Verizon4G,08/01/2021
Main,MAIN NORTH BERKELEY,2000 VINE STREET,V2046,,Active,MK5,37.880141000,-122.269587000,E00700001AF2927B,Yes,0352733,Assigned to pole,52.79.8,52.79.8,,,45637,M5 NB (GB 3Hr) / COVID-19 $2.00/hr,,,08/28/2012,05/10/2021,,,2000 VINE STREET,,,,,Verizon4G,08/01/2021
